SP_Hole_ID,From_Hole_Position,To_Hole_Position,Ag_ppm,Al_pct,As_ppm,Au_ppm,Ba_ppm,Bi_ppm,Ca_pct,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Dy_ppm,Er_ppm,Eu_ppm,Fe_pct,Ga_ppm,Gd_ppm,Ge_ppm,Hf_ppm,Hg_ppm,Ho_ppm,In_ppm,K_pct,La_ppm,Lu_ppm,Match,Mg_pct,Mn_ppm,Mo_ppm,Na_pct,Nb_ppm,Nd_ppm,Ni_ppm,P_pct,Pb_ppm,Pr_ppm,Rb_ppm,Re_ppm,S_pct,Sb_ppm,Sc_ppm,Se_ppm,Si_pct,Sm_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Tb_ppm,Te_ppm,Th_ppm,Ti_ppm,Tl_ppm,Tm_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Yb_ppm,Zn_ppm,Zr_ppm
PH19RD7492,576.0,577.0,1.60162500,7.62928402,15.12212500,0.11175000,426.88775000,2.29250000,1.27253215,0.33862500,420.00025000,16.10337500,96.39442857,32.86225000,3224.88962500,3.42850000,1.30637500,0.64950000,3.85017721,13.82125000,5.79437500,4.99537500,3.05300000,0.30950000,0.82687500,0.25275000,3.43126482,78.92337500,0.38937500,0.98985654,0.63812288,250.46487500,3.09537500,0.07354952,13.96550000,49.27487500,668.46087500,0.04950522,9.85575000,16.66175000,167.20712500,0.01550000,-0.01650037,11.71175000,14.68900000,4.00950000,28.40361442,7.98975000,6.18025000,85.69462500,1.68575000,0.41800000,2.28350000,11.41287500,2848.33387500,0.47600000,100.22525000,14.61175000,6.86512500,25.94375000,29.96250000,69.24512500,24.04225000,196.12975000
PH19RD7492,577.0,578.0,1.52880000,7.33074875,15.43000000,0.11520000,171.42660000,2.40680000,1.28462858,0.29450000,392.55730000,18.64150000,54.59575000,32.88190000,3626.29470000,4.90440000,1.93560000,0.84850000,7.82067112,4.55760000,6.02990000,4.83390000,3.01720000,0.17490000,1.02280000,0.26940000,2.95846948,235.57980000,0.38470000,0.98929185,0.66145947,148.05660000,5.32090000,0.06579001,12.41160000,59.64910000,667.22700000,0.07661516,14.06280000,17.14030000,157.96640000,0.01130000,-0.01881388,12.65360000,10.41337500,4.43290000,24.51113371,8.61860000,11.70840000,80.37100000,1.53540000,0.56960000,4.18850000,12.38430000,3166.84030000,0.63130000,175.66660000,17.46030000,27.78050000,24.27040000,25.09290000,77.03960000,26.96270000,165.90850000
PH19RD7492,578.0,579.0,3.61428571,3.55358388,44.86900000,0.12128571,89.39385714,2.84728571,1.83664907,0.27100000,393.14957142,25.65285714,83.65128571,30.27400000,2567.99585714,5.55342857,2.91200000,1.76000000,24.19564397,-43.64671428,6.81457142,5.14828571,3.57557142,0.07285714,1.07371428,0.28042857,0.77291251,744.91185714,0.36800000,0.96853872,0.73193500,-136.37400000,14.13928571,0.03784968,7.25242857,65.45300000,256.66842857,0.11901497,20.40885714,15.45157142,165.63614285,0.00528571,-0.02341780,16.61385714,4.62971428,6.15628571,13.70949361,9.21057142,22.83342857,50.54500000,1.02128571,0.93514285,3.91542857,15.01200000,2439.19414285,0.69085714,347.89100000,17.64328571,-52.37942857,25.15128571,21.68942857,110.59057142,-10.39071428,68.50871428
PH19RD7492,579.0,580.0,8.51750000,2.87109540,36.36500000,0.09125000,135.11925000,2.36237500,2.18185280,0.26500000,253.76625000,27.22437500,46.69637500,31.84425000,1938.35850000,5.58925000,2.79325000,2.10712500,24.66021825,-45.85412500,6.70687500,5.04062500,3.54812500,0.07112500,1.03700000,0.33312500,0.55800895,650.25650000,0.37875000,0.96942099,1.08195378,519.56537500,7.86800000,0.02919902,2.29787500,50.84325000,415.96925000,0.06398550,19.50337500,14.19637500,134.84362500,0.00737500,-0.00051898,18.34937500,4.03412500,6.31287500,12.96022073,8.44437500,26.07950000,28.48875000,1.04675000,0.88387500,3.76712500,17.37212500,2212.91650000,0.63850000,317.02187500,27.62462500,-112.90875000,24.00950000,10.66575000,103.53262500,-11.93637500,43.22737500
PH19RD7492,580.0,581.0,25.28744444,6.84929790,11.84833333,0.07622222,215.10333333,1.94633333,1.64224580,0.25877777,243.30977777,17.02677777,42.86775000,31.37911111,1342.32188888,5.24733333,2.32933333,0.72811111,10.82234795,1.10488888,6.54577777,5.43400000,4.05244444,0.29066666,1.01144444,0.30300000,2.39167097,221.59111111,0.35833333,0.98418637,0.65826237,53.43311111,7.89888888,0.02922316,6.34388888,40.54455555,409.84500000,0.06703782,16.96444444,13.85233333,112.89088888,0.02455555,0.00856243,15.93077777,12.94225000,5.04766666,23.61583753,8.65866666,20.09955555,39.45466666,1.04655555,0.66433333,1.25055555,12.84644444,2948.79266666,0.79366666,182.90611111,18.79577777,8.82455555,23.68911111,19.47288888,38.76500000,7.65711111,152.38611111
PH19RD7492,581.0,582.0,1.78120000,7.78144298,7.06280000,0.05640000,173.06840000,1.84220000,1.31140472,0.27820000,243.34240000,15.12180000,70.49140000,35.35520000,863.50740000,4.94200000,1.92280000,0.67080000,6.73558218,7.74180000,5.42380000,4.93300000,4.45200000,0.33340000,1.00540000,0.26240000,3.50224834,86.08760000,0.38180000,0.98818035,0.52101390,176.31080000,5.75520000,0.03633584,11.44560000,37.07360000,623.14020000,0.03842304,13.27020000,12.62860000,170.17280000,0.00980000,-0.00862552,14.96240000,11.08180000,4.33200000,26.49320334,8.16960000,10.37920000,33.10500000,0.79800000,0.51540000,1.12500000,12.40340000,3220.46760000,0.42000000,150.58200000,31.77280000,-12.28600000,23.87580000,52.65360000,40.36000000,1.14920000,209.86940000
PH19RD7492,582.0,583.0,4.11550000,7.09688536,6.38475000,0.04875000,117.99375000,1.88350000,1.90261137,0.27325000,299.95050000,15.48375000,49.56400000,30.72350000,1389.77850000,5.03900000,2.13475000,1.08700000,7.35080547,10.44325000,6.38625000,4.96575000,3.49025000,0.05100000,1.02750000,0.28800000,2.72577107,192.71975000,0.39000000,0.98854680,0.67139813,208.81325000,4.25100000,0.02808330,10.45300000,41.21900000,548.18300000,0.06899953,15.77675000,17.32225000,138.71825000,0.00600000,-0.03657480,15.60025000,13.75166666,4.32475000,20.40139130,8.52700000,13.65775000,64.76600000,1.02150000,0.59000000,3.40700000,14.39875000,6728.16500000,0.80900000,224.07950000,13.09000000,165.10575000,23.76400000,33.63750000,61.89225000,5.51725000,206.47900000
PH19RD7492,583.0,584.0,0.48000000,6.40108515,24.11000000,0.17366666,87.99433333,2.90300000,1.25627510,0.37700000,459.05066666,16.65200000,29.81000000,38.74166666,5201.68166666,5.42333333,2.58666666,0.52933333,10.93393970,-4.76733333,7.22066666,5.06100000,2.75266666,0.22233333,1.06966666,0.27400000,2.29593036,258.15433333,0.38966666,0.98530081,0.60305345,35.44033333,12.55366666,0.02724725,12.86100000,62.78766666,706.87966666,0.07072570,23.89333333,18.11133333,135.75733333,0.00766666,0.07810275,14.92766666,5.26550000,4.28033333,22.75134355,9.36766666,10.83166666,43.45100000,1.40966666,0.81566666,1.66866666,14.84200000,2874.82033333,1.07300000,265.57333333,14.46266666,-10.05033333,27.71833333,22.63633333,113.72900000,1.70533333,145.37366666
PH19RD7492,584.0,585.0,3.88800000,4.29098670,10.96800000,0.01900000,66.67500000,2.29100000,1.22997810,0.26700000,274.95900000,14.99900000,43.93500000,28.12900000,2625.64200000,5.44500000,2.87700000,0.67400000,14.06474620,-9.37200000,6.52000000,4.81700000,3.05400000,0.22600000,1.09200000,0.27600000,1.46849400,466.99900000,0.38900000,0.97944369,0.60145890,-67.68800000,5.36200000,0.02921600,4.72400000,31.30700000,794.50300000,0.18262460,16.42800000,16.78400000,101.18400000,0.01400000,0.00042710,18.68800000,4.17100000,5.86400000,17.11298030,9.20400000,25.91400000,57.66300000,0.56000000,1.03600000,0.39600000,15.70400000,1941.70500000,0.40500000,347.89100000,18.52200000,-19.83700000,26.30900000,13.48400000,55.61000000,-4.67800000,103.97900000
PH19RD7492,586.0,587.0,1.15650000,5.07372465,23.34300000,0.21150000,215.04150000,2.07450000,1.21016070,0.34200000,480.81100000,24.23250000,44.21000000,34.60800000,13024.45400000,5.76500000,2.88500000,0.53900000,10.20215280,-1.75450000,7.04200000,4.95900000,2.71800000,0.12350000,1.10100000,0.26100000,2.18618175,333.46300000,0.38950000,0.98972185,0.52201020,26.09750000,15.04550000,0.02923040,14.59750000,73.36500000,703.67000000,0.06588480,21.63700000,16.89500000,137.16200000,0.01400000,0.25695490,15.56100000,6.49700000,4.27000000,26.00973410,9.29350000,17.15450000,99.64600000,1.77150000,0.96600000,2.29150000,14.89100000,3716.38500000,0.59850000,347.89100000,13.89900000,64.65250000,27.20600000,24.09050000,69.36500000,-23.87900000,143.41100000
PH19RD7492,587.0,588.0,0.84700000,4.86575360,17.91150000,0.15150000,318.35650000,2.22800000,1.64241740,0.28750000,824.43950000,21.97800000,39.60050000,39.30050000,7835.02400000,5.67200000,2.98850000,1.58850000,13.92189725,-11.08600000,6.81500000,4.77050000,2.83500000,0.42050000,1.07550000,0.25400000,1.56720395,272.13350000,0.39000000,0.98188493,0.80349110,61.67150000,28.60700000,0.02657280,7.61600000,73.63350000,660.30800000,0.38326490,26.58150000,18.41200000,93.67200000,0.00500000,0.34515555,19.39150000,4.81850000,3.96100000,20.09849470,9.22350000,24.02350000,64.11500000,1.46150000,1.03100000,2.35450000,15.71600000,2786.62900000,0.50850000,347.89100000,16.41100000,-20.67250000,22.40100000,23.47300000,156.48000000,59.52400000,101.65300000
PH19RD7492,589.0,590.0,3.33366666,4.97279734,35.56744444,0.17177777,102.79077777,3.29855555,1.46651322,0.26133333,528.62355555,18.85244444,66.48822222,32.73866666,6812.29577777,5.59577777,2.96455555,0.87355555,16.34177052,-17.26144444,7.04966666,5.02500000,2.68711111,0.06633333,1.07477777,0.25966666,1.59675008,524.32411111,0.37933333,0.97778846,0.55308450,-135.30111111,17.01400000,0.07134553,9.79944444,65.16533333,342.97377777,0.23549055,18.68455555,17.94377777,116.57455555,0.01311111,0.02835233,18.68800000,5.35366666,4.52422222,20.08379554,9.04155555,25.91400000,97.39666666,0.97400000,0.92400000,4.32688888,14.90688888,2584.38611111,0.48866666,326.74955555,13.14377777,-4.16300000,25.04355555,20.87733333,58.13355555,-13.45722222,91.28988888
PH19RD7492,590.0,591.0,3.77500000,6.61753800,19.20833333,0.13800000,249.65633333,2.57100000,1.30431586,0.30133333,568.68000000,18.06766666,120.07900000,32.46633333,1606.23500000,5.76300000,2.49533333,0.58633333,9.36962470,-3.43666666,6.11500000,4.84200000,3.96600000,0.52633333,1.09733333,0.24066666,2.36663236,285.43700000,0.38966666,0.98749483,0.48326856,50.25133333,31.58633333,0.02934050,14.13533333,60.40166666,743.86266666,0.09950026,25.68733333,17.28633333,143.87200000,0.01066666,-0.04527690,15.93200000,7.12200000,4.67166666,25.57331140,9.34766666,11.28633333,86.30666666,1.38133333,0.82266666,1.66733333,14.44766666,3034.53433333,0.31400000,265.57333333,21.10366666,116.28266666,24.35066666,22.69800000,71.77166666,6.43233333,139.86100000
PH19RD7492,591.0,592.0,1.17450000,5.32361540,46.17950000,0.18383333,201.82583333,3.30033333,1.27264711,0.31166666,672.49383333,21.10900000,47.49800000,36.75333333,356.88500000,5.60100000,2.81416666,1.26616666,11.86791990,-8.52016666,6.43666666,5.23733333,4.41516666,0.48250000,1.01766666,0.26683333,1.97012875,354.01350000,0.38450000,0.96826240,0.63214365,-2.49883333,17.76216666,0.02907001,10.99533333,68.18450000,632.28900000,0.09775930,22.78766666,19.67166666,132.56350000,0.01566666,-0.00890390,13.58016666,5.56833333,4.50833333,25.60825385,8.71266666,13.44833333,99.97666666,1.51266666,0.85683333,3.17100000,14.62833333,3164.90316666,0.60983333,306.73216666,16.06450000,0.57966666,23.06750000,35.32916666,74.90650000,-2.59400000,168.66650000
PH19RD7492,592.0,593.0,0.42950000,5.01995960,44.98700000,0.24200000,68.02000000,3.37650000,1.26220550,0.24000000,712.56950000,17.11550000,52.03300000,33.82150000,726.73300000,5.52250000,3.09200000,1.76800000,14.31073565,-20.77050000,6.90050000,4.71650000,4.98050000,0.41300000,1.07500000,0.23950000,1.43731010,527.40150000,0.38900000,0.98783698,0.73568100,30.94100000,12.99800000,0.02922170,14.36050000,75.47050000,685.54100000,0.09453690,23.10900000,26.33300000,122.65500000,0.01400000,-0.04683010,15.06950000,25.20600000,4.56450000,25.66199090,8.24450000,16.40400000,88.83800000,1.55450000,1.03800000,4.43450000,14.87750000,6081.42400000,0.58300000,347.89100000,18.31800000,104.88950000,29.31050000,26.53600000,40.31250000,-11.51150000,123.13150000
PH19RD7492,593.0,594.0,0.75714285,7.77524148,1.90528571,0.04100000,351.67328571,1.09957142,1.18371314,0.30571428,438.26657142,15.82142857,89.37150000,33.34371428,296.52757142,4.99900000,1.56285714,0.52942857,5.04883394,9.05542857,6.08671428,4.99314285,4.91042857,0.27542857,0.95257142,0.28157142,3.11895447,147.12528571,0.38928571,0.98889067,0.58313863,130.43357142,4.34457142,0.03076791,9.40057142,59.79071428,558.77300000,0.24342863,11.59757142,17.55514285,138.88042857,0.02385714,-0.02639775,11.86414285,10.96733333,3.95442857,27.96962896,8.20228571,11.90985714,104.36871428,1.58385714,0.43271428,3.73142857,10.48800000,2365.87057142,0.33057142,101.58300000,10.85671428,28.70228571,24.72742857,17.17900000,43.60657142,7.92628571,183.17885714
PH19RD7492,594.0,595.0,1.78850000,8.40366685,9.03750000,0.07650000,166.81900000,1.95350000,0.92384505,0.30400000,504.03750000,13.36700000,125.46100000,31.22550000,356.62650000,2.76300000,1.24300000,0.60200000,3.69365885,12.25450000,5.70100000,4.78800000,4.82150000,0.02750000,0.71800000,0.25250000,4.67724145,170.62100000,0.40050000,0.97764051,0.69255850,143.09050000,2.85350000,0.12580330,11.66700000,66.72400000,569.50400000,0.15055750,9.45000000,17.24000000,173.15550000,0.02950000,-0.00259015,15.40750000,27.47950000,4.58400000,26.44982035,7.52800000,13.78850000,305.31900000,1.07750000,0.42150000,2.06550000,12.20400000,1717.30950000,0.46300000,103.43700000,12.37100000,51.10950000,27.23650000,24.30750000,10.06500000,21.13450000,139.40750000
PH19RD7492,595.0,596.0,0.30100000,7.93610840,11.96500000,0.04700000,252.30500000,1.46500000,1.42733130,0.29700000,682.84900000,10.60900000,170.79900000,34.78800000,374.22700000,4.56700000,1.24000000,0.54200000,3.58299490,13.02100000,6.66500000,4.76600000,5.02200000,0.03500000,1.14100000,0.25600000,3.27216870,160.90400000,0.38900000,0.96864308,0.51876680,195.14900000,24.01900000,0.16911810,17.11100000,79.82300000,799.30900000,0.07861110,12.41400000,26.65000000,168.02900000,0.00600000,-0.03452410,4.68600000,14.53500000,3.60900000,25.31175970,9.23400000,8.96600000,107.72200000,0.59000000,0.42200000,4.04800000,17.26100000,2584.85200000,3.13200000,109.08200000,13.06500000,152.70700000,30.50000000,154.37600000,133.71300000,-12.43000000,206.92100000
PH19RD7492,596.0,597.0,1.17816666,7.41267278,16.13600000,0.14533333,161.38950000,1.96200000,1.13614531,0.33916666,676.82000000,17.75133333,172.63580000,32.38250000,3841.05233333,5.58133333,2.29200000,0.54900000,8.56791038,5.88150000,6.99950000,5.06050000,3.43350000,0.15016666,1.08750000,0.27900000,2.89104131,265.68883333,0.38933333,0.98182356,0.61294480,58.90266666,40.02900000,0.02937350,15.04000000,76.93716666,785.41250000,0.09527972,26.25700000,21.15400000,140.47316666,0.01933333,0.00792740,15.52483333,16.28660000,4.03100000,23.89966232,9.00983333,13.61983333,192.87616666,0.76516666,0.63383333,2.33450000,17.24666666,3514.13316666,0.41166666,183.25566666,12.35000000,174.43183333,26.63733333,72.46316666,34.92483333,-15.25750000,180.40016666
PH19RD7492,597.0,598.0,3.86633333,5.67273898,22.08250000,0.10000000,245.12050000,2.73050000,1.51370210,0.25450000,848.14650000,20.36633333,51.97766666,31.06900000,26491.71316666,5.61650000,2.92816666,0.57033333,13.40741408,-7.86333333,7.13950000,5.03866666,3.21383333,0.04083333,1.09166666,0.24850000,1.83585578,488.68283333,0.40133333,0.98012952,0.61036115,-106.79433333,65.64100000,0.02807123,10.14283333,79.10066666,328.35866666,0.11715873,24.65900000,21.06616666,99.95200000,0.01000000,0.41855015,18.04733333,6.40000000,4.00616666,19.33904251,9.31550000,23.81633333,193.56766666,1.49733333,0.98800000,5.03666666,14.99716666,2134.00033333,1.42666666,347.89100000,10.53683333,45.11366666,24.48200000,21.67066666,77.82566666,-38.28066666,66.36083333
PH19RD7492,598.0,599.0,1.93550000,5.26926320,9.14050000,0.01750000,306.06250000,0.37450000,1.35358845,0.26750000,511.19250000,20.01150000,40.60200000,30.90700000,16327.45850000,5.65000000,3.00350000,0.56700000,19.80039000,-24.51150000,6.75500000,4.84350000,2.98450000,0.12600000,1.08800000,0.26650000,1.18952765,606.41400000,0.43500000,0.98188493,0.51613325,-342.37350000,20.63500000,0.02869710,10.54650000,75.88400000,79.98400000,0.13616515,21.32050000,13.75000000,113.46750000,0.01700000,0.46988670,18.68800000,2.43850000,4.89500000,14.06246320,9.47050000,25.91400000,88.72050000,0.56450000,0.97600000,3.21450000,17.95250000,1148.43000000,0.50850000,347.89100000,10.65800000,13.59850000,25.82800000,113.09650000,37.69100000,-35.73600000,51.00850000
PH19RD7492,602.0,603.0,0.74100000,5.17826000,18.77700000,0.04700000,98.81100000,2.68600000,1.18750360,0.21300000,428.55800000,17.02100000,55.41400000,28.12900000,447.12100000,5.79400000,2.62600000,0.54200000,9.49880760,-2.46700000,7.37300000,4.74700000,5.67100000,0.22200000,1.04300000,0.30200000,1.62641970,263.39700000,0.38900000,0.98792329,0.24480570,97.04000000,6.63700000,0.02904600,6.70500000,75.84600000,516.08100000,0.07861110,16.84800000,17.96200000,81.21500000,0.04200000,0.00325860,15.14300000,13.39300000,3.66300000,25.17071560,9.72400000,14.90200000,100.83100000,0.54500000,0.78800000,0.41200000,16.40600000,2310.95700000,0.20400000,347.89100000,3.30200000,60.47700000,24.64100000,20.95200000,54.44300000,-12.38500000,158.51900000
PH19RD7492,604.0,605.0,1.43911111,7.37382828,14.41300000,0.11866666,309.15100000,2.30788888,1.24009208,0.33988888,467.80788888,17.80333333,58.76775000,32.67055555,2022.50211111,5.35688888,1.82866666,0.67777777,6.06430762,6.83755555,6.27688888,5.03566666,3.22788888,0.19355555,0.95100000,0.28611111,2.81716004,172.26755555,0.37744444,0.96480335,0.50028861,128.10855555,18.80188888,0.06746617,12.46566666,63.32211111,538.28100000,0.08638328,19.31922222,17.73455555,134.07411111,0.01933333,0.05996387,10.19966666,12.37712500,4.42088888,25.41142283,8.91466666,11.56566666,106.83644444,0.99177777,0.45477777,3.12277777,10.99755555,2883.43344444,0.70788888,101.84288888,17.76888888,16.68366666,24.66811111,24.52566666,67.72711111,0.63033333,169.03788888
PH19RD7492,605.0,606.0,0.42125000,7.10069873,17.42175000,0.15900000,363.29925000,2.50625000,1.36579047,0.30225000,444.96475000,18.89000000,62.53566666,37.66000000,961.86625000,3.81750000,1.40250000,0.61300000,3.96525640,17.33025000,6.15575000,5.00475000,4.27050000,0.54875000,0.82025000,0.25225000,3.22071442,204.03475000,0.38900000,0.98781232,0.52210930,150.01825000,23.42275000,0.02761206,20.53850000,50.87750000,734.18100000,0.05494433,27.57025000,19.68625000,169.58600000,0.01150000,0.01852676,14.16175000,20.05500000,4.31350000,26.39154626,7.79275000,8.43325000,124.57575000,0.76100000,0.43700000,3.10700000,10.94600000,8049.68675000,0.52775000,102.95575000,13.14525000,101.73350000,25.53725000,26.80475000,65.85625000,-6.66550000,199.28575000
PH19RD7492,606.0,607.0,0.61850000,7.86421956,17.89700000,0.13125000,455.82300000,2.22000000,1.04254510,0.32775000,431.97275000,15.26050000,59.26700000,33.75375000,750.43600000,4.55250000,1.19800000,0.47600000,3.48337857,12.71575000,6.57325000,5.09150000,4.74000000,0.40425000,0.94175000,0.25150000,3.78380082,114.57150000,0.38925000,0.98538694,0.49884026,235.76450000,96.74200000,0.03438713,13.51525000,61.66700000,867.40025000,0.05503756,25.94500000,20.14575000,183.57075000,0.01625000,-0.00550023,9.16925000,15.49066666,4.67625000,27.84416520,9.55225000,6.52400000,93.98300000,0.90225000,0.40575000,4.15475000,12.05950000,3362.63250000,0.49800000,101.62450000,15.14975000,68.71350000,26.81700000,28.74850000,55.99825000,-10.39875000,201.16250000
PH19RD7492,607.0,608.0,0.53600000,7.26599596,2.33880000,0.02960000,731.00520000,1.12620000,1.22055120,0.29660000,416.26200000,17.01320000,79.49833333,32.20860000,722.63120000,4.31040000,1.54100000,0.49360000,4.27202506,8.26440000,6.51920000,5.56380000,4.65900000,0.45100000,0.88360000,0.26200000,2.77483412,120.75760000,0.38920000,0.96356642,0.50457663,152.16720000,6.24640000,0.07817370,10.17860000,45.48840000,753.21900000,0.04115203,9.21200000,15.74520000,134.39860000,0.02520000,0.00978063,11.65980000,14.17300000,4.10300000,26.83273400,8.99100000,6.74940000,60.54900000,0.97540000,0.44220000,3.45340000,8.93120000,3439.42740000,0.57340000,100.04080000,16.95620000,-18.95520000,24.71140000,28.67520000,60.63340000,9.23920000,196.46520000
PH19RD7492,609.0,610.0,3.79900000,7.89388415,2.79650000,0.03925000,188.86650000,0.92425000,1.20413075,0.24800000,306.40900000,19.56150000,140.80050000,33.02700000,875.66600000,4.45475000,1.50425000,0.58525000,4.96611132,10.19625000,5.69100000,4.57625000,4.32650000,0.02375000,0.94625000,0.25600000,2.86899172,59.53650000,0.38950000,0.98760195,0.52167012,163.53400000,22.24650000,0.11951370,11.34275000,37.56425000,590.62600000,0.21629785,14.94975000,17.15825000,141.44950000,0.02050000,0.00196097,13.95050000,11.30000000,4.50725000,26.38851930,7.57950000,13.54275000,56.19525000,0.75800000,0.40125000,0.49350000,8.54575000,2402.63325000,0.36900000,101.66150000,13.70400000,-8.68250000,24.46175000,75.04725000,65.09050000,18.40050000,185.92950000
PH19RD7492,610.0,611.0,0.55633333,7.88825590,6.72400000,0.04200000,508.57000000,1.23533333,1.10123606,0.32866666,430.79400000,13.13666666,56.81125000,33.52200000,576.61433333,5.29133333,1.56966666,0.59233333,4.08442620,10.71266666,6.08700000,4.90000000,4.27933333,0.34233333,0.99566666,0.25500000,3.39921230,141.84233333,0.38900000,0.98619804,0.51820297,146.92600000,2.91566666,0.06244870,11.49133333,74.50566666,722.32466666,0.11842940,12.46766666,19.66800000,173.28433333,0.01400000,-0.04218670,7.17600000,14.80125000,3.86133333,28.55310480,7.77533333,5.02933333,73.03333333,0.99166666,0.42966666,5.65366666,8.96100000,5539.21233333,0.70333333,103.49166666,11.51500000,-33.59066666,25.62433333,40.56933333,72.19266666,-7.30833333,231.45733333
PH19RD7492,611.0,612.0,4.03650000,2.42099998,36.10383333,0.05550000,184.54583333,2.84900000,1.26673166,0.25850000,712.68283333,25.09400000,46.03740000,31.04750000,723.02350000,5.55183333,3.01033333,1.02500000,24.96536326,-35.41733333,6.79566666,5.25666666,4.78916666,0.41650000,1.06250000,0.33616666,0.51481536,620.98183333,0.44200000,0.96654903,0.38415926,-500.47750000,14.47516666,0.03690824,2.46216666,67.18050000,304.98616666,0.07231254,18.80516666,20.26850000,102.99666666,0.03783333,-0.00172120,18.68800000,2.79260000,5.29950000,19.33165832,8.87616666,25.91400000,52.77383333,0.79433333,0.97066666,0.39033333,16.25966666,3113.07050000,0.42066666,347.89100000,11.59800000,28.57766666,24.56700000,5.96300000,12.72266666,-28.63316666,69.27766666
PH19RD7492,612.0,613.0,5.26114285,4.38508868,27.81700000,0.12114285,204.36685714,2.53814285,1.20624548,0.28014285,637.09500000,17.07700000,37.71866666,32.08214285,2551.21942857,5.58285714,3.03928571,0.64828571,16.39611718,-15.94171428,7.08000000,5.20285714,3.38985714,0.37228571,1.07771428,0.26985714,1.45566052,380.60342857,0.40528571,0.98608524,0.45628563,-210.61057142,10.37628571,0.02901925,5.73771428,71.36128571,533.50642857,0.09644558,17.99614285,20.23057142,93.68971428,0.02885714,0.09744965,17.12828571,5.59316666,4.38328571,23.07302700,8.93542857,19.54400000,86.09600000,0.61342857,0.93614285,0.45600000,16.14714285,2950.74100000,0.20657142,347.89100000,7.89314285,3.78428571,29.70957142,11.20385714,18.71042857,-25.25414285,120.92171428
PH19RD7492,613.0,614.0,6.17400000,4.13455622,18.81675000,0.05375000,1245.28650000,2.77700000,1.45956642,0.28850000,794.00650000,17.21850000,68.59800000,30.89750000,15397.93075000,5.55250000,3.02450000,0.84500000,14.64017310,-6.21000000,6.90700000,4.63300000,2.79900000,0.20250000,1.08100000,0.25350000,1.24146345,440.06625000,0.38175000,0.97469068,0.50172350,-157.39925000,10.87600000,0.03866157,5.42625000,76.57225000,640.30100000,0.22685537,16.66950000,22.82050000,82.58950000,0.01700000,1.05043920,17.61150000,9.90025000,4.15300000,20.96369605,9.16650000,23.04650000,162.44325000,0.91350000,0.94200000,1.35475000,15.61350000,7970.28825000,0.63675000,347.89100000,5.71150000,161.38850000,23.79475000,10.53300000,46.58700000,-29.60975000,80.02125000
PH19RD7492,614.0,615.0,5.21620000,5.02045794,19.62760000,0.11440000,1364.07960000,2.14460000,1.22953438,0.25800000,939.10360000,18.11700000,48.88000000,30.33760000,16315.84780000,5.59880000,2.99080000,0.81280000,14.30218760,-8.89220000,6.74740000,5.16200000,2.88840000,0.14920000,1.09260000,0.25820000,1.45226396,409.50080000,0.40000000,0.98864271,0.65491938,-174.11860000,5.56240000,0.02926760,6.62520000,79.14000000,269.14560000,0.19612846,16.28260000,21.58020000,98.77240000,0.00900000,0.35295104,18.43200000,10.55620000,4.32200000,20.89244878,9.29340000,24.28980000,129.72280000,1.45360000,0.98560000,0.47800000,16.74400000,6086.59360000,0.34000000,347.89100000,13.81740000,102.45300000,23.81120000,14.62320000,8.51520000,-16.76820000,110.35500000
PH19RD7492,615.0,616.0,1.92133333,5.48220270,10.84166666,0.02866666,242.46766666,1.34533333,1.28880170,0.27666666,410.04400000,20.19733333,141.56350000,32.08066666,8185.66300000,5.77000000,2.80333333,0.58666666,11.62655566,-2.30500000,7.01466666,4.79133333,2.58366666,0.17900000,1.09133333,0.36633333,1.50644926,255.39600000,0.38433333,0.95960866,0.41331640,-47.58233333,10.97933333,0.09818235,7.31700000,65.63733333,409.05100000,0.18563985,17.95200000,15.59900000,76.33266666,0.03133333,0.20065725,17.51166666,25.02000000,3.88133333,19.01015055,6.59766666,20.98900000,111.80533333,0.88933333,0.81233333,0.42566666,14.26466666,3851.61033333,0.56066666,284.46666666,6.26166666,25.40133333,23.80300000,13.11833333,5.42100000,-12.77700000,91.45566666
PH19RD7492,616.0,617.0,5.31400000,7.18712010,21.12875000,0.21250000,120.11900000,2.21550000,1.39639495,0.32100000,726.82425000,17.37075000,49.80366666,32.03575000,11311.07025000,5.79950000,2.69500000,0.73825000,11.23569350,-0.03150000,6.75125000,4.83725000,2.78300000,0.27150000,1.09400000,0.29500000,2.10577852,247.37275000,0.38900000,0.98876609,0.66621533,-55.01800000,13.16225000,0.02724513,13.66575000,75.10225000,536.66950000,0.13895033,19.90975000,22.17625000,117.50175000,0.00800000,0.18927296,16.00800000,13.83366666,3.96400000,24.59332083,9.04000000,13.51975000,126.78450000,1.20175000,0.89850000,4.52925000,16.13425000,5274.77100000,0.30575000,286.15275000,17.63975000,68.46925000,27.05300000,32.64250000,80.83725000,-18.14400000,173.74000000
