SP_Hole_ID,From_Hole_Position,To_Hole_Position,Ag_ppm,Al_pct,As_ppm,Ba_ppm,Bi_ppm,Ca_pct,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Dy_ppm,Er_ppm,Eu_ppm,Fe_pct,Ga_ppm,Gd_ppm,Ge_ppm,Hf_ppm,Hg_ppm,Ho_ppm,In_ppm,K_pct,La_ppm,Lu_ppm,Match,Mg_pct,Mn_ppm,Mo_ppm,Na_pct,Nb_ppm,Nd_ppm,Ni_ppm,P_pct,Pb_ppm,Pr_ppm,Rb_ppm,Re_ppm,S_pct,Sb_ppm,Sc_ppm,Se_ppm,Si_pct,Sm_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Tb_ppm,Te_ppm,Th_ppm,Ti_ppm,Tl_ppm,Tm_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Yb_ppm,Zn_ppm,Zr_ppm
DD17TUR017,175.0,176.0,0.93816666,6.83703244,52.88341666,319.44858333,2.46058333,2.98113753,1.06516666,65.26158333,27.07516666,334.42045454,10.41825000,588.64891666,3.14141666,2.53883333,0.60383333,11.69128694,10.54958333,10.22575000,1.72541666,2.35741666,2.03691666,0.89166666,0.39558333,2.58718100,165.49458333,0.36375000,0.98252297,7.15566194,922.42458333,9.02641666,0.25157999,7.26725000,40.26283333,31.92108333,0.05725953,204.18375000,3.85475000,167.96050000,0.01350000,0.22713111,26.99958333,13.54563636,2.46850000,23.22653001,5.16816666,2.85300000,82.95225000,0.49416666,0.68983333,0.25766666,5.75225000,3443.09191304,1.14283333,0.29150000,11.85050000,147.88482608,4.15700000,20.40991666,2.13608333,433.84500000,88.91416666
DD17TUR017,176.0,177.0,0.94477777,6.76502460,56.57188888,430.75700000,3.58700000,2.92862017,1.32522222,64.05277777,28.21822222,330.49962500,10.65144444,405.83522222,3.48944444,2.54644444,0.62055555,10.61373294,11.34644444,10.61011111,1.93655555,2.38255555,2.53666666,0.86444444,0.45700000,2.30628211,143.72211111,0.36244444,0.97995228,6.93672727,956.09444444,9.11233333,0.32047263,7.31233333,39.34088888,34.62622222,0.05322351,197.76622222,3.42511111,181.58844444,0.01266666,0.57477408,23.65144444,13.45175000,2.80444444,23.73832970,4.79666666,2.50000000,74.41588888,0.54844444,0.68866666,0.18577777,6.07955555,3556.50170588,0.98822222,0.35800000,12.68022222,145.37335294,4.97122222,22.78900000,2.12088888,562.15844444,99.51077777
DD17TUR017,177.0,178.0,0.95500000,6.45371107,48.11125000,338.08312500,4.22100000,2.13107768,1.04675000,67.39250000,31.88100000,330.57242857,10.00137500,433.08337500,3.30662500,2.46175000,0.62587500,11.36294582,8.99562500,9.59587500,1.07075000,2.49825000,1.79325000,0.91575000,0.38350000,2.46115157,363.36450000,0.35725000,0.98091275,7.45996065,903.08550000,7.43537500,0.22964522,7.53237500,39.59150000,48.86075000,0.03503702,274.62937500,4.04725000,194.79562500,0.01262500,0.52941791,23.00075000,13.75914285,4.82825000,21.14719224,5.47512500,1.62637500,30.31925000,0.62425000,0.68700000,0.23937500,7.66412500,3581.81713333,1.36737500,0.29625000,11.26025000,146.24933333,10.08125000,24.15675000,2.16700000,620.99337500,82.44875000
DD17TUR017,178.0,179.0,1.08783333,6.02951452,51.52400000,289.11600000,4.84216666,1.40170985,1.31583333,64.63333333,23.78850000,223.24350000,11.25000000,633.93550000,3.27650000,2.57316666,0.60850000,9.97588833,9.27966666,9.68050000,2.39050000,2.25533333,2.10800000,0.82783333,0.41366666,3.15922780,137.36516666,0.36966666,0.94730631,8.18788792,639.09100000,12.24916666,0.07859182,8.84683333,39.45633333,50.03666666,0.01707075,430.74683333,4.81666666,203.30500000,0.01166666,0.35666860,39.16050000,13.05900000,6.99283333,20.86453157,4.53400000,1.87916666,22.81050000,0.53066666,0.71533333,0.24583333,7.12183333,3658.49970000,1.69483333,0.28033333,14.50650000,147.63230000,11.94666666,18.68316666,2.34683333,1374.24466666,71.27300000
DD17TUR017,179.0,180.0,0.97033333,6.80295972,52.13088888,211.99733333,2.40411111,2.84397881,1.26711111,68.95344444,30.81300000,313.56875000,10.07422222,407.18000000,3.54355555,2.53522222,0.60788888,11.60832482,11.31033333,8.21688888,1.53877777,2.46633333,2.34933333,0.94088888,0.54277777,2.24120263,138.14333333,0.37488888,0.98258390,6.74891976,948.27633333,8.00966666,0.33965102,7.28988888,40.67244444,27.09577777,0.06415087,478.07333333,3.55922222,143.91300000,0.01277777,0.39832815,20.47533333,13.50675000,4.03433333,24.00266082,5.31555555,2.77444444,63.44466666,0.52544444,0.68955555,0.27188888,6.71688888,3546.21929411,1.08666666,0.33866666,12.14655555,141.99441176,10.42422222,18.44811111,2.07288888,1791.99366666,91.99888888
DD17TUR017,180.0,181.0,0.88181818,5.98964010,41.71627272,115.81027272,1.98954545,5.08392524,0.92636363,67.09181818,30.82018181,262.15000000,10.38663636,396.78836363,4.15754545,2.53472727,0.62972727,9.64646848,9.93772727,8.51872727,2.19727272,2.26227272,1.62245454,0.88381818,0.64727272,1.51422514,143.79945454,0.34727272,0.97559646,4.99128659,902.48581818,9.41800000,0.47875086,7.60318181,40.10327272,34.67263636,0.05692297,203.21527272,4.36690909,110.14418181,0.01481818,0.58456881,20.79327272,15.02130000,2.71409090,23.45926023,6.01527272,2.82545454,109.99445454,0.56563636,0.65836363,0.19645454,5.31881818,3864.01890476,1.29300000,0.38909090,10.13563636,158.10276190,7.01536363,17.03527272,2.21100000,747.95290909,77.42390909
DD17TUR017,181.0,182.0,0.94114285,6.39099541,59.39457142,173.76071428,2.42757142,3.07397928,0.68471428,66.31585714,26.50985714,256.96542857,10.43500000,570.66685714,3.39857142,2.50200000,0.51900000,13.02305237,10.88685714,9.94900000,1.09785714,2.27742857,2.13228571,0.78457142,0.72842857,1.94219282,157.12957142,0.39071428,0.98487438,6.60616167,998.60128571,6.69742857,0.26871710,7.12571428,40.01271428,36.15828571,0.05551530,242.16100000,4.00457142,145.74471428,0.01400000,0.61617930,25.65028571,10.94257142,3.77400000,22.17573880,5.54614285,1.97800000,64.58585714,0.67400000,0.68285714,0.25514285,5.67142857,3013.75321428,0.90528571,0.30628571,13.27314285,134.30250000,3.36300000,22.20285714,2.19742857,479.44071428,93.38685714
DD17TUR017,182.0,183.0,1.04966666,7.24061492,62.34433333,162.75633333,2.41283333,2.93932172,1.10650000,67.66800000,29.38033333,322.20500000,11.24800000,411.65233333,3.62800000,2.53366666,0.61900000,10.58141055,10.83650000,10.49650000,1.70333333,2.30883333,2.15950000,0.77833333,0.84233333,2.15220524,102.66966666,0.35800000,0.97668049,6.36877370,1009.54883333,12.47616666,0.26965992,7.45100000,40.02966666,38.62283333,0.05424616,358.18633333,3.94850000,121.86233333,0.01316666,0.22567426,29.03283333,11.13820000,4.03133333,23.78465260,5.40483333,3.00566666,103.42350000,0.46350000,0.72166666,0.19150000,6.48766666,3512.51190909,1.41633333,0.37183333,10.94433333,131.38400000,3.23200000,18.05333333,2.15266666,1207.38033333,102.88516666
DD17TUR017,183.0,184.0,0.99890000,7.29825103,40.40750000,216.80460000,1.30700000,3.31352812,0.71200000,65.06360000,31.05280000,270.79822222,10.94080000,377.41740000,3.70010000,2.56720000,0.65250000,10.48881967,9.69800000,8.18950000,1.41350000,2.55900000,2.33850000,0.80590000,0.46670000,1.73208064,160.11650000,0.34510000,0.98176569,5.00532865,1065.79740000,10.06350000,0.34163083,7.34950000,40.16180000,23.58730000,0.07313425,143.49680000,3.01700000,113.88340000,0.01270000,0.29474677,29.85150000,15.96822222,4.40240000,23.23617546,5.18080000,2.62530000,182.71290000,0.59380000,0.69060000,0.20760000,5.11330000,3749.13789473,0.80450000,0.40890000,9.83680000,164.29763157,5.95860000,17.48010000,2.15760000,392.39940000,115.29210000
DD17TUR017,184.0,185.0,1.01366666,6.65765653,44.41233333,121.75022222,2.46711111,2.56992388,1.20422222,69.87133333,34.02888888,163.39637500,10.47866666,726.49966666,3.52788888,2.51122222,0.57788888,11.35294520,11.31900000,7.74444444,1.36088888,2.42866666,1.72644444,0.85466666,0.54133333,2.32430643,202.92255555,0.35666666,0.98482170,6.40494948,860.66266666,7.91900000,0.21801068,7.55222222,39.81933333,50.13988888,0.03915452,135.71577777,3.66677777,159.56133333,0.01366666,0.50019102,23.38222222,11.90987500,4.74433333,22.65433502,4.98066666,3.12788888,91.50044444,0.60533333,0.67155555,0.23022222,9.37555555,3404.96217647,0.92200000,0.31744444,15.54211111,148.38158823,10.63222222,23.35355555,2.08955555,1404.62733333,94.94422222
DD17TUR017,185.0,186.0,0.90845454,7.54172994,52.31600000,202.50281818,1.85290909,3.56098936,0.93663636,67.36536363,26.23063636,201.09890909,11.18436363,613.77381818,4.04018181,2.56854545,0.58018181,10.26483939,10.94300000,7.00163636,1.61927272,2.22436363,1.98618181,0.76672727,1.05954545,1.36193520,152.31636363,0.37027272,0.98890179,4.70143935,778.45681818,7.18072727,1.63247362,8.04872727,39.38772727,34.89818181,0.07244939,308.44627272,3.01700000,109.58472727,0.01472727,0.80735835,30.72163636,12.43009090,2.02972727,23.62126383,5.09481818,1.81963636,235.50109090,0.59581818,0.65954545,0.19027272,4.80681818,3238.04154545,1.11845454,0.40381818,9.56490909,147.85977272,4.09563636,19.67445454,2.05481818,884.54681818,117.33690909
DD17TUR017,186.0,187.0,0.89350000,7.73948627,52.12890000,237.87220000,2.15300000,4.37939443,0.84350000,67.95780000,19.11120000,158.35725000,10.73010000,662.97650000,3.91640000,2.52830000,0.67010000,8.21175599,11.43140000,6.00870000,1.70600000,2.14870000,2.72050000,0.77550000,1.11570000,0.99641582,98.57330000,0.36080000,0.97757886,3.78635220,535.89520000,12.39310000,2.47632471,9.65260000,39.42710000,23.45270000,0.11679431,318.05840000,3.10090000,53.44250000,0.01620000,0.81735367,36.28210000,13.29062500,3.32980000,25.78048631,4.99200000,2.03830000,162.94580000,0.58370000,0.69720000,0.19040000,4.22110000,3632.33033333,0.42960000,0.31610000,8.74110000,145.69944444,4.52300000,21.93460000,2.23970000,1001.17040000,121.88530000
DD17TUR017,187.0,188.0,0.91028571,7.91068415,52.42014285,247.40371428,1.53257142,3.80181661,0.43285714,68.50842857,28.92914285,157.49442857,10.63528571,514.39571428,4.37500000,2.51700000,0.60342857,9.18969001,9.64114285,5.96728571,2.60271428,2.36014285,0.90514285,0.83942857,0.74314285,1.28034168,160.95400000,0.35457142,0.99122450,4.41604257,658.68971428,8.48800000,2.21989184,8.65985714,40.12885714,24.75885714,0.07340362,340.65328571,3.08171428,91.85614285,0.01628571,1.28183188,32.50028571,13.66828571,3.10814285,24.89548950,5.18500000,2.59542857,208.70514285,0.53157142,0.65500000,0.22014285,4.52357142,3711.30214285,0.78657142,0.39328571,9.36514285,167.81542857,11.19771428,21.52800000,1.96857142,698.31285714,115.87814285
DD17TUR017,188.0,189.0,0.86985714,7.49524505,40.97314285,281.05857142,1.02000000,3.06778861,0.47242857,66.91071428,28.49314285,125.79916666,11.15742857,1621.49871428,4.00228571,2.50414285,0.63585714,9.50236762,10.18571428,7.00828571,1.70871428,2.34500000,1.71157142,0.80557142,0.63371428,1.37805170,167.95128571,0.34600000,0.98643805,4.14558768,554.32771428,10.25800000,0.90580383,8.51900000,39.64685714,38.63657142,0.06087298,199.31728571,4.55914285,116.12385714,0.01542857,1.83153016,22.73357142,13.55533333,3.70528571,22.90898633,5.23557142,1.99342857,164.50328571,0.52742857,0.68285714,0.20771428,7.00485714,3367.75576923,1.48942857,0.36171428,10.55085714,157.32300000,12.24714285,20.07228571,2.13057142,273.02300000,116.98457142
DD17TUR017,189.0,190.0,0.89500000,6.43511831,58.19990000,135.20100000,2.20630000,1.76013150,0.58210000,67.63460000,26.79120000,85.34500000,10.17300000,1497.54710000,3.89920000,2.50810000,0.58190000,9.25508767,7.37230000,6.72430000,1.38010000,2.26300000,2.21880000,0.75350000,1.03130000,2.10631308,56.86410000,0.34900000,0.97486843,2.69701768,424.52430000,52.57610000,0.87747361,8.76240000,40.30040000,35.82500000,0.06035916,271.53950000,4.15350000,109.67920000,0.01710000,1.30048641,27.08900000,11.50250000,3.48970000,25.23544302,5.21760000,2.67130000,81.82580000,0.53820000,0.66190000,0.22660000,8.78110000,1767.70811111,1.58850000,0.33750000,9.09620000,144.59566666,4.96500000,16.72950000,2.22740000,664.41760000,78.59370000
DD17TUR017,190.0,191.0,0.95350000,5.45771931,46.90857142,116.38478571,2.28350000,2.82798236,0.93557142,67.22442857,26.12000000,86.86757142,10.47057142,645.36235714,3.55907142,2.53700000,0.64521428,9.55185833,7.14978571,4.88021428,1.45450000,2.31985714,2.16100000,0.73600000,0.87628571,1.37447621,71.41478571,0.35021428,0.98388230,5.14585964,523.31750000,54.94628571,1.07860018,9.07392857,39.26028571,39.50357142,0.05363152,219.15735714,4.92100000,122.52728571,0.01728571,1.56871703,36.73464285,11.34035714,3.48057142,25.72399315,5.31521428,2.87507142,101.33557142,0.56635714,0.70021428,0.24307142,8.50464285,2313.21803571,0.94207142,0.32735714,10.04985714,119.87114285,12.55435714,16.96600000,2.03264285,473.42578571,84.94771428
DD17TUR017,191.0,192.0,1.27733333,4.89009753,47.43155555,253.96688888,2.56500000,3.19451500,8.70122222,68.05377777,38.50188888,61.49525000,9.18000000,740.69755555,3.27555555,2.71677777,0.62366666,12.19695517,8.77855555,6.46166666,1.64166666,2.27033333,2.19300000,0.69500000,0.72311111,1.70228641,49.50277777,0.36455555,0.97311813,7.51413228,632.88244444,12.31822222,0.69682020,8.87833333,40.04422222,39.23233333,0.02781072,251.34933333,6.66022222,164.36455555,0.01577777,3.09943893,26.56666666,5.53850000,2.80277777,22.00216930,6.03866666,3.52877777,44.12155555,0.46677777,0.70555555,0.34166666,11.23500000,1167.22752941,0.73888888,0.26900000,13.77533333,84.44794117,8.39200000,23.78655555,2.04333333,729.42366666,61.67966666
DD17TUR017,192.0,193.0,0.99690000,4.04652140,51.68220000,249.49870000,2.24280000,4.01253302,1.28710000,66.30500000,30.99610000,36.23911111,9.98190000,901.35500000,3.50680000,2.53980000,0.60800000,11.41787299,9.03350000,6.70530000,1.42810000,2.74280000,2.94700000,0.83300000,0.48220000,2.69358618,60.05500000,0.36390000,0.98201001,9.79249023,672.15040000,6.60670000,0.09112284,8.35110000,40.68420000,52.05140000,0.02884913,228.77180000,6.70000000,230.72910000,0.01510000,1.99566746,20.01570000,7.00377777,3.53330000,22.82889954,5.06390000,2.95210000,13.15560000,0.62650000,0.67780000,0.18870000,8.55620000,1301.21915789,1.17040000,0.30590000,10.40390000,90.91778947,9.90160000,21.40380000,2.13520000,661.13330000,55.27830000
DD17TUR017,193.0,194.0,3.04700000,3.82681830,12.34300000,34.75000000,2.61200000,0.75206460,2.86800000,62.12600000,52.30500000,32.93300000,8.69200000,1765.32100000,4.17000000,2.52100000,0.51500000,14.67671670,5.17800000,7.17000000,0.69700000,2.38400000,6.84700000,0.59800000,0.27900000,1.49817100,98.95500000,0.34000000,0.98535259,10.03226780,718.79700000,11.38300000,0.06011640,7.33200000,41.47400000,11.11100000,0.00564340,7.53100000,6.34900000,183.74400000,0.01000000,2.87231350,33.01000000,7.24900000,0.64100000,16.11435670,5.33100000,7.46200000,7.37600000,0.29200000,0.71300000,0.10200000,13.42700000,728.00500000,2.27400000,0.22800000,11.79000000,92.05650000,2.79600000,19.23400000,1.97900000,417.98800000,72.38900000
DD17TUR017,194.0,195.0,1.79200000,3.40378058,60.05712500,114.31775000,2.40837500,4.24535958,24.93050000,77.91575000,40.55062500,53.74687500,6.69212500,754.45112500,3.07662500,2.82537500,0.51712500,17.61959457,5.89687500,10.14737500,1.08500000,2.32700000,2.53487500,0.65150000,1.10137500,1.76186098,99.88587500,0.36025000,0.98085387,9.39058726,610.49650000,2.54512500,0.11572906,7.97437500,40.99712500,74.47100000,0.02908192,195.25812500,6.46012500,146.78625000,0.01400000,0.99039678,25.07575000,5.53612500,4.94787500,20.40849662,5.02387500,2.64300000,9.01537500,0.59175000,0.70825000,0.23125000,13.27412500,1011.41250000,1.05725000,0.22800000,10.69987500,85.13081250,3.46812500,19.92662500,1.97762500,831.12262500,44.95975000
DD17TUR017,195.0,196.0,0.92300000,2.50657902,56.46260000,249.86370000,2.03540000,10.36358308,0.84530000,65.67080000,23.55390000,50.23150000,11.01220000,458.04660000,3.78350000,2.55000000,0.57610000,9.20947267,6.00300000,7.59560000,1.88110000,2.56440000,1.47140000,0.78330000,0.77230000,1.43224296,49.28350000,0.34600000,0.97500919,10.26531247,783.94370000,8.34460000,0.08078788,7.92770000,38.69650000,34.96460000,0.06909595,310.90490000,6.57680000,118.68560000,0.01380000,0.61987295,2.40160000,3.69025000,2.04130000,26.25392241,4.56970000,3.14790000,8.62820000,0.55310000,0.73590000,0.15280000,5.94990000,1372.48122222,1.33980000,0.31070000,10.16670000,69.13955555,4.23210000,20.61740000,2.07910000,1058.58280000,37.36070000
DD17TUR017,196.0,197.0,5.88050000,2.36105386,52.84590000,119.92860000,2.28700000,5.19061372,20.83740000,76.10780000,45.23400000,43.99633333,5.84770000,805.53390000,2.90910000,2.84220000,0.54500000,19.45153599,7.19000000,9.29810000,1.05490000,2.64710000,2.57010000,0.64790000,1.15590000,1.77967096,156.09580000,0.34430000,0.97621937,9.74758582,570.00020000,3.17650000,0.10383537,7.76670000,41.83480000,65.44000000,0.03111280,213.19700000,6.30480000,129.94840000,0.01810000,0.96820948,27.76440000,6.23177777,6.90480000,19.82443962,4.96000000,4.16990000,5.43770000,0.58400000,0.68780000,0.16410000,11.89370000,986.00973684,1.48760000,0.22800000,15.16600000,77.19615789,9.45120000,16.64630000,1.78550000,557.89820000,37.99730000
DD17TUR017,197.0,198.0,124.70900000,1.17492507,35.48466666,199.18422222,3.16822222,1.70162411,56.88155555,99.19244444,128.98766666,31.80177777,3.43900000,419.62966666,2.94466666,1.88888888,0.51300000,29.76904113,12.14422222,10.62577777,1.21977777,2.55733333,5.70288888,0.68100000,1.26200000,0.81037304,491.85744444,0.23077777,0.86811065,6.02051995,392.24655555,1.66422222,0.04397047,8.75355555,40.95611111,43.34600000,0.00979066,271.11788888,7.34200000,126.06822222,0.02155555,1.62878573,147.12366666,3.57100000,8.07144444,10.87636748,4.60011111,2.83722222,8.53444444,0.71077777,0.69500000,0.35922222,12.10477777,1095.12961111,2.25544444,0.22800000,48.66655555,107.65488888,22.43677777,8.96777777,1.36900000,429.48444444,34.34211111
DD17TUR017,198.0,199.0,61.84385714,2.14124358,55.94342857,121.53228571,2.29514285,2.85054855,33.52242857,85.43685714,49.88814285,67.82566666,6.46785714,508.81928571,3.18628571,2.16042857,0.52428571,21.34487524,9.38742857,8.68628571,1.09128571,2.37028571,2.85785714,0.64342857,1.49400000,1.31103005,341.86628571,0.29585714,0.91663951,7.47922421,410.17071428,14.34471428,0.08047253,8.48685714,41.76428571,51.75871428,0.02662565,238.51800000,6.48614285,101.48157142,0.02042857,0.66926960,70.59685714,5.03933333,7.07700000,14.58559023,4.38685714,2.22457142,9.06700000,0.55257142,0.67942857,0.24685714,10.72214285,871.00069230,2.36285714,0.24642857,14.05042857,82.03661538,3.05942857,11.84985714,1.86314285,712.19742857,39.44985714
DD17TUR017,199.0,200.0,16.70087500,3.42987202,51.83812500,160.99700000,2.74062500,4.79866037,16.22312500,74.61200000,45.49200000,43.02700000,6.93437500,856.55362500,3.42437500,2.41437500,0.58325000,17.96083668,7.38925000,6.61475000,1.50350000,2.24925000,2.73162500,0.77287500,0.85162500,1.74361978,139.73462500,0.32225000,0.97326971,8.57683910,573.74037500,3.71537500,0.10188414,8.16725000,41.29962500,64.34887500,0.03832007,159.98875000,7.05350000,173.44137500,0.01375000,2.09140288,39.25437500,7.28542857,6.09475000,18.09080311,4.80112500,3.74112500,11.48062500,0.41500000,0.69212500,0.29475000,15.25437500,1001.23793333,1.45312500,0.24812500,13.36262500,81.19900000,10.51587500,16.70250000,1.84787500,475.42362500,50.50137500
